Date,Open,High,Low,Close,Volume,Adjustment Factor,Adjustment Type
2018-09-21,2538.811643,2572.28849,2418.475953,2532.659142,466306.0,,
2018-09-20,2524.425647,2524.425647,2524.425647,2524.425647,0.0,,
2018-09-19,2513.477814,2560.481116,2510.763475,2524.425647,327618.0,,
2018-09-18,2578.621947,2595.81276,2499.227535,2509.677739,409367.0,,
2018-09-17,2591.288862,2605.674858,2569.61939,2588.25785,133182.0,,
2018-09-14,2610.289234,2632.818247,2592.646031,2603.503387,393663.0,,
2018-09-13,2594.862742,2594.862742,2594.862742,2594.862742,0.0,,
2018-09-12,2565.955032,2611.82736,2543.787931,2594.862742,448143.0,,
2018-09-11,2601.241438,2628.384827,2556.364368,2563.874039,595570.0,,
2018-09-10,2645.57564,2668.195131,2578.712425,2595.450848,1050199.0,,
2018-09-07,2573.14803,2652.813877,2561.476373,2645.168489,1417855.0,,
2018-09-06,2517.096932,2540.621203,2508.049136,2518.09219,636038.0,,
2018-09-05,2466.429273,2515.332612,2466.1126,2508.32057,461142.0,,
2018-09-04,2515.242134,2519.811271,2466.926902,2475.069918,549748.0,,
2018-09-03,2501.715679,2540.349769,2488.143984,2507.958658,876984.0,,
2018-08-31,2461.000595,2492.667882,2448.152724,2483.484369,512215.0,,
2018-08-30,2442.905003,2463.262544,2427.9309,2444.397889,582960.0,,
2018-08-29,2433.857206,2444.714562,2424.80941,2433.042905,296377.0,,
2018-08-28,2443.809782,2447.428901,2416.756871,2428.79044,358078.0,,
2018-08-27,2435.576288,2450.14324,2420.285512,2440.733531,270591.0,,
2018-08-24,2428.338051,2440.190664,2410.332936,2426.845164,551229.0,,
2018-08-23,2479.096188,2479.096188,2420.466468,2429.830937,442939.0,,
2018-08-22,2468.691222,2468.691222,2468.691222,2468.691222,0.0,,
2018-08-21,2488.143984,2506.239577,2459.733904,2468.691222,463379.0,,
2018-08-20,2419.380732,2485.067733,2410.513892,2474.888963,580539.0,,
2018-08-17,2416.666393,2422.954612,2389.523004,2407.93527,331427.0,,
2018-08-16,2388.618225,2422.999851,2379.570428,2413.499665,654766.0,,
2018-08-15,2394.408814,2394.408814,2394.408814,2394.408814,0.0,,
2018-08-14,2388.618225,2403.773284,2383.008591,2394.408814,227189.0,,
2018-08-13,2378.575171,2404.904258,2357.855717,2380.339491,418212.0,,
2018-08-10,2413.816337,2422.276027,2370.522632,2379.298995,417567.0,,
2018-08-09,2411.237716,2431.00715,2389.568243,2405.447126,448329.0,,
2018-08-08,2439.285884,2442.905003,2401.058945,2407.256685,391732.0,,
2018-08-07,2442.905003,2450.459912,2426.211818,2430.780956,272507.0,,
2018-08-06,2439.285884,2457.381477,2420.466468,2431.957169,352383.0,,
2018-08-03,2432.047647,2442.905003,2420.647424,2434.264357,343259.0,,
2018-08-02,2424.80941,2442.497852,2380.520447,2423.542718,617961.0,,
2018-08-01,2458.286256,2504.430017,2410.423414,2425.623712,1408788.0,,
2018-07-31,2422.999851,2456.476697,2407.799553,2442.950242,721932.0,,
2018-07-30,2431.097628,2442.000223,2402.642309,2418.611669,546935.0,,
2018-07-27,2385.903886,2440.190664,2379.570428,2430.916672,958294.0,,
2018-07-26,2394.046903,2413.002036,2356.950938,2369.165463,1256232.0,,
2018-07-25,2415.761614,2441.366877,2375.95131,2387.351533,1114670.0,,
2018-07-24,2434.761986,2465.524493,2365.998734,2396.444569,2843387.0,,
2018-07-23,2569.528912,2571.021798,2402.189919,2428.564245,2974676.0,,
2018-07-20,2831.960244,2853.493999,2548.266591,2569.212239,4976986.0,,
2018-07-19,2811.874136,2844.98907,2804.816855,2818.388549,755100.0,,
2018-07-18,2808.435973,2859.872695,2805.721634,2811.874136,658396.0,,
2018-07-17,2811.24079,2828.295886,2791.24516,2799.569133,563857.0,,
2018-07-16,2838.293701,2863.627531,2796.628599,2806.490697,374574.0,,
2018-07-13,2825.626786,2856.344055,2766.81611,2839.786588,852168.0,,
2018-07-12,2890.680442,2890.725681,2777.673466,2801.831082,932430.0,,
2018-07-11,2784.911703,2872.630088,2765.95657,2860.55128,1155857.0,,
2018-07-10,2758.673094,2818.34331,2741.482281,2799.342938,959927.0,,
2018-07-09,2774.597215,2789.435601,2711.262641,2730.760642,643119.0,,
2018-07-06,2698.957638,2785.137898,2669.09991,2732.524962,1511538.0,,
2018-07-05,2655.528216,2700.767197,2635.35163,2684.435925,752721.0,0.979859,17.0
2018-07-04,2544.373636,2649.918221,2531.828857,2641.096981,845034.0,,
2018-07-03,2520.436603,2555.056645,2513.388476,2537.680132,510764.0,,
2018-07-02,2495.657341,2581.653348,2495.657341,2513.52146,1007694.0,,
2018-06-29,2411.56743,2507.182579,2411.56743,2491.490524,425210.0,,
2018-06-28,2446.896718,2469.060637,2398.490717,2407.888219,417993.0,,
2018-06-27,2502.705467,2502.705467,2445.300915,2451.728452,289628.0,,
2018-06-26,2486.791773,2502.306516,2469.548243,2492.953342,249490.0,,
2018-06-25,2517.643949,2517.643949,2478.103516,2483.511513,339572.0,,
2018-06-22,2504.522908,2515.028606,2487.67833,2510.906117,553549.0,,
2018-06-21,2547.121962,2551.46609,2502.483828,2509.044348,300367.0,,
2018-06-20,2531.252595,2552.396975,2531.252595,2544.107669,502478.0,,
2018-06-19,2564.80877,2564.80877,2516.535753,2526.509517,523480.0,,
2018-06-18,2553.283531,2586.706722,2539.940852,2566.84785,427791.0,,
2018-06-15,2565.20772,2574.560894,2529.346498,2550.756845,370164.0,,
2018-06-14,2575.447451,2579.880235,2553.416515,2562.769689,333925.0,,
2018-06-13,2578.107121,2601.157598,2563.523262,2578.062793,362419.0,,
2018-06-12,2558.602872,2582.096627,2544.462291,2559.711068,539628.0,,
2018-06-11,2559.179134,2583.382134,2547.786879,2554.258744,413241.0,,
2018-06-08,2560.375986,2571.502273,2541.758293,2548.008519,269022.0,,
2018-06-07,2563.035656,2596.724814,2537.813116,2560.90792,513700.0,,
2018-06-06,2526.686828,2605.945004,2512.191625,2557.937955,654288.0,,
2018-06-05,2551.953696,2557.40602,2517.82126,2524.514764,367916.0,,
2018-06-04,2562.149099,2591.006522,2545.348848,2551.953696,759197.0,,
2018-06-01,2464.627853,2581.121414,2463.431002,2567.956046,1799352.0,,
2018-05-31,2460.195069,2469.016309,2423.934897,2438.297117,447005.0,,
2018-05-30,2477.039648,2477.039648,2444.237047,2449.467732,345195.0,,
2018-05-29,2487.589674,2513.344148,2448.359536,2478.85709,261407.0,,
2018-05-28,2448.669831,2492.99767,2438.917707,2473.626405,160044.0,,
2018-05-25,2442.419606,2460.727003,2414.094117,2445.566882,298273.0,,
2018-05-24,2455.762285,2495.302718,2408.021203,2422.782373,275197.0,,
2018-05-23,2501.685927,2510.861789,2452.216058,2460.150742,243631.0,,
2018-05-22,2420.300014,2505.409465,2415.911558,2489.894722,512096.0,,
2018-05-21,2460.150742,2460.150742,2396.806259,2411.922053,393470.0,,
2018-05-18,2522.254044,2584.313019,2442.995868,2471.277029,1811320.0,,
2018-05-17,2500.976681,2509.044348,2470.833751,2496.056291,162490.0,,
2018-05-16,2493.884227,2506.118711,2469.326604,2492.909015,262982.0,,
2018-05-15,2499.203568,2550.623861,2489.229804,2503.326057,256661.0,,
2018-05-14,2508.955692,2526.686828,2475.709813,2510.684478,142564.0,,
2018-05-11,2522.254044,2522.254044,2483.245546,2496.056291,286976.0,,
2018-05-10,2555.056645,2566.537555,2500.134452,2506.7393,222907.0,,
2018-05-09,2562.149099,2575.181484,2540.073835,2546.191077,155763.0,,
2018-05-08,2584.313019,2597.434059,2558.602872,2564.143852,132638.0,,
2018-05-07,2565.695326,2609.092281,2562.725361,2584.578986,235635.0,,
2018-05-04,2646.371994,2647.25855,2557.716315,2560.952248,266727.0,,
2018-05-03,2655.193233,2655.193233,2616.317719,2637.683737,382125.0,,
2018-05-02,2677.091186,2698.14691,2615.386834,2629.483087,523589.0,,
2018-05-01,2617.647554,2617.647554,2617.647554,2617.647554,0.0,,
2018-04-30,2635.688984,2639.722818,2596.59183,2617.647554,122656.0,,
2018-04-27,2562.149099,2624.208074,2562.149099,2612.815819,365533.0,,
2018-04-26,2592.29203,2592.29203,2550.623861,2557.671987,387123.0,,
2018-04-25,2557.716315,2581.609021,2539.586229,2571.324962,319384.0,,
2018-04-24,2532.094824,2568.620964,2526.686828,2559.312118,261691.0,,
2018-04-23,2529.169187,2553.283531,2500.090125,2528.592925,235602.0,,
2018-04-20,2530.055744,2544.462291,2483.289874,2529.080531,466032.0,,
2018-04-19,2539.98518,2539.98518,2518.8408,2533.734954,283973.0,,
2018-04-18,2552.396975,2552.396975,2522.874634,2537.369837,352687.0,,
2018-04-17,2522.254044,2549.116715,2517.82126,2539.275934,562666.0,,
2018-04-16,2467.908113,2519.106767,2461.170282,2516.314114,479220.0,,
2018-04-13,2455.274679,2487.67833,2446.2318,2470.124505,400416.0,,
2018-04-12,2461.968183,2464.627853,2444.237047,2449.733699,349414.0,,
2018-04-11,2460.195069,2464.627853,2438.917707,2442.95154,275482.0,,
2018-04-10,2473.493421,2481.472432,2449.068782,2452.615009,298049.0,,
2018-04-09,2471.720308,2485.860888,2453.41291,2457.93435,270316.0,,
2018-04-06,2495.613013,2503.680679,2461.303265,2470.301817,282872.0,,
2018-04-05,2473.493421,2496.49957,2466.75559,2489.584427,341534.0,,
2018-04-04,2488.564886,2496.543897,2434.706562,2452.216058,308672.0,,
2018-04-03,2473.493421,2508.867037,2469.060637,2475.266535,324121.0,,
2018-04-02,2442.463934,2496.49957,2437.144593,2490.293672,396178.0,,
2018-03-30,2433.332399,2433.332399,2433.332399,2433.332399,0.0,,
2018-03-29,2433.332399,2433.332399,2433.332399,2433.332399,0.0,,
2018-03-28,2460.195069,2475.532502,2425.220404,2433.332399,680019.0,,
2018-03-27,2536.438953,2539.009967,2474.379978,2480.851842,304403.0,,
2018-03-26,2471.720308,2539.763541,2422.117456,2525.489976,299008.0,,
2018-03-23,2495.568685,2497.652093,2433.598366,2473.449093,451122.0,,
2018-03-22,2528.371286,2547.742552,2501.863238,2513.344148,325295.0,,
2018-03-21,2562.104771,2562.54805,2513.698771,2528.28263,231405.0,,
2018-03-20,2521.278832,2560.597625,2509.221659,2547.077634,227109.0,,
2018-03-19,2583.027511,2589.499376,2520.170636,2526.199222,231927.0,,
2018-03-16,2606.476938,2622.43496,2562.459394,2580.279185,338593.0,,
2018-03-15,2624.208074,2634.7581,2603.37399,2614.23431,181457.0,,
2018-03-14,2626.867744,2632.187085,2602.930711,2615.830112,225181.0,,
2018-03-13,2623.321517,2663.216572,2617.957849,2634.625116,287288.0,,
2018-03-12,2620.661847,2629.527415,2598.497927,2622.213321,246428.0,,
2018-03-09,2601.157598,2630.325316,2587.105673,2602.398777,205178.0,,
2018-03-08,2588.479836,2610.909722,2563.124312,2592.203374,143854.0,,
2018-03-07,2569.241553,2606.476938,2548.850748,2574.472239,185188.0,,
2018-03-06,2632.984986,2638.43731,2556.164841,2570.305422,258501.0,,
2018-03-05,2678.199382,2678.199382,2599.162845,2609.624215,287300.0,,
2018-03-02,2678.199382,2678.199382,2678.199382,2678.199382,0.0,,
2018-03-01,2719.158305,2730.594888,2666.807127,2678.199382,503301.0,,
2018-02-28,2668.535913,2709.893787,2650.804777,2677.933415,519406.0,,
2018-02-27,2695.132617,2711.090639,2679.174594,2690.433866,325597.0,,
2018-02-26,2663.216572,2698.678844,2660.468246,2667.383389,203189.0,,
2018-02-23,2649.031664,2666.718472,2624.29673,2647.613173,377558.0,,
2018-02-22,2672.791386,2672.791386,2629.527415,2636.885836,369716.0,,
2018-02-21,2731.392789,2731.969051,2662.418671,2670.840961,275688.0,,
2018-02-20,2688.040162,2722.172598,2669.200831,2703.865201,236222.0,,
2018-02-19,2757.191591,2763.840767,2668.535913,2686.798983,219206.0,,
2018-02-16,2799.746317,2799.746317,2744.380846,2751.783595,132450.0,,
2018-02-15,2770.489943,2807.813983,2746.153959,2786.891243,148715.0,,
2018-02-14,2797.086646,2801.475102,2748.326023,2756.969952,286070.0,,
2018-02-13,2796.288745,2796.288745,2796.288745,2796.288745,0.0,,
2018-02-12,2778.468954,2804.090445,2732.368001,2796.288745,239055.0,,
2018-02-09,2774.03617,2786.004687,2731.348461,2747.661106,175504.0,,
2018-02-08,2797.086646,2828.071806,2776.607185,2799.701989,202895.0,,
2018-02-07,2835.474555,2835.474555,2770.667254,2779.843117,223029.0,,
2018-02-06,2664.103129,2799.701989,2664.103129,2779.444166,270751.0,,
2018-02-05,2836.981702,2866.238075,2784.320229,2824.170956,585934.0,,
2018-02-02,3031.137637,3074.889214,2807.681,2873.596497,1269438.0,,
2018-02-01,2961.099651,3033.088062,2916.771812,3025.773968,439064.0,,
2018-01-31,2968.192105,3001.703952,2886.761865,2958.572964,275934.0,,
2018-01-30,2991.198254,3018.681514,2962.074863,2977.32364,425678.0,,
2018-01-29,2940.708845,2994.744481,2919.919089,2982.288358,365342.0,,
2018-01-26,2936.010094,2936.010094,2936.010094,2936.010094,0.0,,
2018-01-25,2964.645878,2966.330336,2921.204596,2936.010094,246647.0,,
2018-01-24,2921.204596,2969.920891,2905.290902,2962.473814,402759.0,,
2018-01-23,2907.906244,2946.914743,2900.858118,2922.046825,324780.0,,
2018-01-22,2836.981702,2910.565914,2836.981702,2903.030182,223845.0,,
2018-01-19,2843.896844,2858.037425,2813.443619,2846.201892,143928.0,,
2018-01-18,2845.847269,2874.128431,2829.002691,2838.04557,282478.0,,
2018-01-17,2799.746317,2851.698544,2796.510384,2831.795344,224799.0,,
2018-01-16,2815.704339,2823.68335,2783.832623,2801.563758,175692.0,,
2018-01-15,2821.200991,2827.229577,2796.643368,2806.838771,109156.0,,
2018-01-12,2844.872057,2849.393497,2794.648615,2815.128077,193239.0,,
2018-01-11,2845.847269,2854.978804,2819.383549,2831.130427,324132.0,,
2018-01-10,2862.026931,2872.443973,2837.159013,2843.542222,296961.0,,
2018-01-09,2904.360017,2911.89575,2864.50929,2875.546922,324363.0,,
2018-01-08,2912.427684,2922.711742,2894.829532,2904.138378,120330.0,,
2018-01-05,2892.834779,2920.318039,2876.034528,2907.773261,113508.0,,
2018-01-04,2875.9902,2902.808543,2853.82628,2894.120286,256909.0,,
2018-01-03,2934.502948,2934.680259,2864.952568,2873.374857,372267.0,,
2018-01-02,2933.616391,2968.192105,2907.906244,2920.982957,297721.0,,
2018-01-01,2961.099651,2965.576763,2904.71464,2916.106894,174560.0,,
2017-12-29,2921.204596,2961.986208,2912.782306,2955.425688,165478.0,,
2017-12-28,2949.574413,2964.60155,2907.906244,2921.337579,251949.0,,
2017-12-27,3000.994706,3000.994706,2943.368515,2960.257422,206665.0,,
2017-12-26,2969.965219,3000.994706,2936.675012,2986.809798,301225.0,,
2017-12-25,2951.303199,2951.303199,2951.303199,2951.303199,0.0,,
2017-12-22,2905.246574,2977.102001,2886.229931,2951.303199,307746.0,,
2017-12-21,2925.63738,2943.368515,2906.133131,2916.284206,130594.0,,
2017-12-20,2942.348975,2961.099651,2898.198447,2926.701248,261149.0,,
2017-12-19,2868.011189,2952.943329,2863.711389,2943.191204,423748.0,,
2017-12-18,2819.16191,2873.286202,2694.157404,2860.697095,315433.0,,
2017-12-15,2826.34302,2894.607892,2804.79969,2835.917833,679114.0,,
2017-12-14,2801.51943,2811.271555,2777.759709,2804.001789,168975.0,,
2017-12-13,2801.51943,2833.435474,2776.69584,2793.806386,240391.0,,
2017-12-12,2846.157564,2846.600843,2797.973203,2806.572804,219008.0,,
2017-12-11,2851.255266,2870.094597,2813.753914,2846.600843,175534.0,,
2017-12-08,2868.631779,2872.399645,2836.981702,2848.196645,268936.0,,
2017-12-07,2757.767853,2844.872057,2757.767853,2833.479802,292357.0,,
2017-12-06,2797.086646,2797.086646,2750.675399,2756.792641,212605.0,,
2017-12-05,2834.942621,2834.942621,2788.708685,2804.977002,272147.0,,
2017-12-04,2878.561215,2878.64987,2821.732925,2835.829178,177911.0,,
2017-12-01,2959.326537,2960.479061,2838.932127,2851.964511,438600.0,,
2017-11-30,2929.582557,2991.06527,2913.092601,2930.513442,489763.0,,
2017-11-29,2926.523937,2953.076312,2920.318039,2939.733633,287207.0,,
2017-11-28,2903.47346,2932.552523,2891.150321,2916.018239,231860.0,,
2017-11-27,2915.885255,2915.885255,2886.407242,2900.281856,208372.0,,
2017-11-24,2934.502948,2950.372314,2906.97536,2915.264665,336075.0,,
2017-11-23,2946.914743,2951.879461,2881.309541,2894.297598,149829.0,,
2017-11-22,2940.664517,2968.192105,2931.931933,2937.339929,304485.0,,
2017-11-21,2885.476358,2931.843277,2882.196097,2925.859019,218921.0,,
2017-11-20,2836.981702,2885.742325,2836.981702,2874.217086,209888.0,,
2017-11-17,2863.578405,2878.162264,2830.997443,2843.054616,247099.0,,
2017-11-16,2859.145621,2881.309541,2825.94407,2844.827729,159508.0,,
2017-11-15,2890.175108,2909.679358,2843.409238,2848.462612,165929.0,,
2017-11-14,2872.178006,2914.200797,2839.730028,2895.982055,230037.0,,
2017-11-13,2897.267563,2910.299947,2850.368709,2857.372508,246148.0,,
2017-11-10,2836.981702,2903.47346,2820.536073,2884.279506,416184.0,,
2017-11-09,2835.16426,2851.964511,2829.933575,2836.981702,267945.0,,
2017-11-08,2814.729126,2846.86681,2804.001789,2827.273905,250148.0,,
2017-11-07,2871.557416,2871.557416,2789.151963,2802.982249,281480.0,,
2017-11-06,2846.733826,2876.433478,2836.095145,2845.714286,154249.0,,
2017-11-03,2861.805291,2884.855768,2846.733826,2852.452117,183308.0,,
2017-11-02,2905.246574,2906.133131,2851.654216,2873.419185,199530.0,,
2017-11-01,2899.040676,2920.273711,2863.445422,2872.222334,282258.0,,
2017-10-31,2899.085004,2922.091153,2881.708491,2887.604094,195420.0,,
2017-10-30,2935.123537,2946.826087,2903.47346,2909.856669,139317.0,,
2017-10-27,2925.63738,2965.443779,2904.09405,2925.770363,277293.0,,
2017-10-26,2867.035976,2921.204596,2847.398744,2910.920537,185904.0,,
2017-10-25,2893.721336,2893.721336,2854.313887,2865.573158,123563.0,,
2017-10-24,2846.334876,2862.691848,2832.770557,2845.891597,166189.0,,
2017-10-23,2829.889247,2862.691848,2799.746317,2852.629429,300953.0,,
2017-10-20,2852.895396,2852.895396,2852.895396,2852.895396,0.0,,
2017-10-19,2865.262863,2873.020235,2835.297244,2852.895396,60297.0,,
2017-10-18,2881.265213,2894.607892,2844.251467,2860.741423,288969.0,,
2017-10-17,2868.011189,2938.935731,2853.515986,2890.130781,920067.0,,
2017-10-16,2814.817782,2871.557416,2810.473654,2858.96831,255885.0,,
2017-10-13,2805.065657,2819.250566,2780.242068,2802.273004,255125.0,,
2017-10-12,2810.34067,2813.487947,2763.397489,2797.884548,311670.0,,
2017-10-11,2779.089544,2851.964511,2753.645364,2787.245866,432980.0,,
2017-10-10,2786.359309,2786.359309,2753.335069,2779.089544,213575.0,,
2017-10-09,2782.015181,2794.33832,2764.284045,2770.888894,113070.0,,
2017-10-06,2788.309734,2796.865007,2775.809284,2785.162458,125550.0,,
2017-10-05,2814.817782,2828.116134,2767.209683,2775.631972,131961.0,,
2017-10-04,2794.825927,2844.960713,2774.124826,2813.487947,203556.0,,
2017-10-03,2824.569907,2848.462612,2788.79734,2803.469855,481726.0,,
2017-10-02,2756.659657,2756.659657,2756.659657,2756.659657,0.0,,
2017-09-29,2716.409979,2782.547115,2705.017725,2756.659657,368325.0,,
2017-09-28,2689.813276,2709.317525,2676.559252,2694.64501,324106.0,,
2017-09-27,2708.60828,2718.183093,2665.876243,2687.375245,271027.0,,
2017-09-26,2688.040162,2711.090639,2686.267049,2699.476745,210821.0,,
2017-09-25,2711.445261,2711.445261,2663.925818,2698.767499,412640.0,,
2017-09-22,2716.409979,2734.717377,2666.807127,2697.304681,277811.0,,
2017-09-21,2739.948062,2779.355511,2720.532468,2729.575347,339952.0,,
2017-09-20,2761.624375,2765.791192,2734.318426,2739.948062,179312.0,,
2017-09-19,2782.015181,2797.130974,2755.684445,2762.023326,232404.0,,
2017-09-18,2699.654056,2791.767306,2699.654056,2781.483247,719616.0,,
2017-09-15,2586.972689,2691.630717,2572.344502,2682.366199,578878.0,,
2017-09-14,2610.909722,2621.504076,2585.243903,2596.148552,128663.0,,
2017-09-13,2596.724814,2636.619869,2588.745803,2601.999827,168435.0,,
2017-09-12,2605.590382,2612.638508,2584.313019,2602.709072,139203.0,,
2017-09-11,2606.476938,2613.569393,2579.880235,2597.256748,153148.0,,
2017-09-08,2617.11562,2645.928715,2576.511319,2584.711969,177449.0,,
2017-09-07,2606.476938,2639.279539,2571.856896,2629.039808,292925.0,,
2017-09-06,2604.703825,2605.590382,2571.058995,2589.233409,171348.0,,
2017-09-05,2594.9517,2632.807675,2575.491779,2615.963096,353285.0,,
2017-09-04,2585.199576,2600.802975,2562.104771,2584.446002,345756.0,,
2017-09-01,2507.093923,2602.044154,2507.093923,2585.50987,722050.0,,
2017-08-31,2446.896718,2507.581529,2421.496866,2495.214062,508660.0,,
2017-08-30,2424.732798,2453.058287,2424.732798,2438.518756,147597.0,,
2017-08-29,2429.165582,2439.095018,2407.001662,2417.285721,175171.0,,
2017-08-28,2429.165582,2440.868132,2397.249538,2430.983023,227147.0,,
2017-08-25,2419.014507,2419.014507,2419.014507,2419.014507,0.0,,
2017-08-24,2450.708912,2450.708912,2402.657534,2419.014507,213909.0,,
2017-08-23,2444.237047,2455.67363,2411.478774,2442.153639,117188.0,,
2017-08-22,2464.539198,2464.539198,2421.674177,2429.653188,80340.0,,
2017-08-21,2492.111113,2500.090125,2446.985373,2452.659337,77884.0,,
2017-08-18,2498.1397,2503.902319,2474.379978,2492.421408,128913.0,,
2017-08-17,2526.686828,2542.733506,2496.543897,2505.276482,152160.0,,
2017-08-16,2510.728806,2536.438953,2491.268885,2525.977583,129201.0,,
2017-08-15,2510.374183,2510.374183,2510.374183,2510.374183,0.0,,
2017-08-14,2480.585875,2519.417062,2469.947194,2510.374183,165120.0,,
2017-08-11,2464.627853,2480.984826,2438.03115,2471.897619,321890.0,,
2017-08-10,2498.317011,2509.975233,2447.783274,2478.990073,497306.0,,
2017-08-09,2588.302524,2596.769142,2488.653542,2509.975233,305248.0,,
2017-08-08,2562.149099,2642.825766,2549.737304,2581.298726,763401.0,,
2017-08-07,2548.850748,2574.161944,2542.955145,2561.484182,169287.0,,
